10.337,99.771,5.3222,7.095,-104
10.34,99.766,5.3245,7.198,-104
10.343,99.762,5.3261,7.303,-104
10.346,99.758,5.3268,7.41,-104
10.348,99.754,5.3262,7.517,-104
10.351,99.751,5.3239,7.622,-104
10.352,99.748,5.3203,7.728,-104
10.354,99.745,5.3165,7.835,-104
10.356,99.743,5.3134,7.939,-104
10.357,99.741,5.3105,8.04,-104
10.358,99.74,5.309,8.143,-104
10.359,99.739,5.3087,8.246,-104
10.359,99.738,5.31,8.35,-104
10.36,99.737,5.3112,8.455,-104
10.36,99.736,5.3114,8.557,-104
10.361,99.736,5.3125,8.661,-104
10.361,99.735,5.3129,8.766,-104
10.361,99.735,5.3121,8.875,-104
10.361,99.735,5.3114,8.981,-104
10.361,99.736,5.3121,9.086,-104
10.361,99.736,5.3135,9.189,-104
10.36,99.736,5.3139,9.292,-104
10.36,99.737,5.313,9.397,-104
10.36,99.737,5.312,9.5,-104
10.36,99.737,5.3102,9.605,-104
10.36,99.736,5.3086,9.707,-104
10.361,99.735,5.3058,9.817,-104
10.362,99.734,5.3032,9.928,-104
10.363,99.732,5.3011,10.032,-104
10.366,99.728,5.3004,10.135,-104
10.369,99.724,5.3011,10.245,-104
10.372,99.72,5.3022,10.35,-104
10.376,99.715,5.3027,10.453,-104
10.38,99.71,5.3021,10.556,-104
10.384,99.705,5.3022,10.659,-104
10.388,99.699,5.3037,10.769,-104
10.392,99.693,5.3057,10.872,-104
10.397,99.686,5.3073,10.975,-104
10.403,99.679,5.3077,11.081,-104
10.408,99.672,5.307,11.194,-104
10.413,99.665,5.3051,11.303,-104
10.417,99.659,5.3028,11.419,-104
10.423,99.65,5.3002,11.522,-104
10.428,99.643,5.2974,11.627,-104
10.433,99.636,5.2944,11.734,-104
10.437,99.63,5.293,11.838,-104
10.441,99.624,5.2932,11.94,-104
10.444,99.619,5.2947,12.045,-104
10.448,99.613,5.2961,12.149,-104
10.45,99.609,5.2966,12.251,-104
10.453,99.605,5.298,12.356,-104
10.456,99.6,5.2997,12.459,-104
10.458,99.596,5.3012,12.562,-104
10.461,99.592,5.3038,12.664,-104
10.463,99.588,5.3062,12.766,-104
10.465,99.585,5.3081,12.869,-104
10.466,99.582,5.309,12.978,-104
10.468,99.58,5.3097,13.084,-104
10.469,99.578,5.3126,13.195,-104
10.47,99.576,5.3153,13.314,-104
10.471,99.574,5.3182,13.421,-104
10.472,99.572,5.3206,13.527,-104
10.473,99.57,5.324,13.635,-104
10.474,99.569,5.3271,13.738,-104
10.474,99.568,5.3295,13.841,-104
10.475,99.568,5.3313,13.944,-104
10.475,99.568,5.3318,14.05,-104
10.474,99.568,5.3312,14.153,-104
10.474,99.569,5.3302,14.263,-104
10.474,99.57,5.3297,14.371,-104
10.473,99.571,5.3298,14.488,-104
10.472,99.572,5.3293,14.596,-104
10.472,99.574,5.3282,14.699,-104
10.471,99.576,5.3269,14.804,-104
10.469,99.579,5.3251,14.912,-104
10.468,99.581,5.3231,15.019,-104
10.466,99.585,5.3219,15.127,-104
10.464,99.588,5.3219,15.234,-104
10.462,99.592,5.3231,15.341,-104
10.459,99.596,5.3253,15.444,-104
10.457,99.6,5.3272,15.547,-104
10.454,99.604,5.3293,15.657,-104
10.451,99.609,5.3305,15.761,-104
10.448,99.614,5.331,15.866,-104
10.445,99.619,5.3325,15.972,-104
10.441,99.625,5.3334,16.077,-104
10.437,99.632,5.3329,16.179,-104
10.431,99.64,5.3316,16.281,-104
10.427,99.646,5.331,16.383,-104
10.423,99.653,5.3314,16.491,-104
10.418,99.66,5.3328,16.599,-104
10.414,99.666,5.3337,16.706,-104
10.41,99.673,5.3332,16.809,-104
10.405,99.68,5.3313,16.911,-104
10.401,99.686,5.3296,17.014,-104
10.397,99.693,5.3285,17.118,-104
10.394,99.699,5.3276,17.221,-104
10.39,99.705,5.3268,17.326,-104
10.387,99.711,5.3243,17.43,-104
10.384,99.716,5.3209,17.533,-104
10.382,99.721,5.3183,17.636,-104
